orig,hira,kana,hepburn,kunrei,passport
朝議,ちょうぎ,チョウギ,chougi,tyougi,chogi
調教,ちょうきょう,チョウキョウ,choukyou,tyoukyou,chokyou
彫金,ちょうきん,チョウキン,choukin,tyoukin,chokin
超勤,ちょうきん,チョウキン,choukin,tyoukin,chokin
寵遇,ちょうぐう,チョウグウ,chouguu,tyouguu,choguu
長計,ちょうけい,チョウケイ,choukei,tyoukei,chokei
朝見,ちょうけん,チョウケン,chouken,tyouken,choken
朝貢,ちょうこう,チョウコウ,choukou,tyoukou,choko
聴講,ちょうこう,チョウコウ,choukou,tyoukou,choko
長考,ちょうこう,チョウコウ,choukou,tyoukou,choko
長講,ちょうこう,チョウコウ,choukou,tyoukou,choko
調合,ちょうごう,チョウゴウ,chougou,tyougou,chogou
彫刻,ちょうこく,チョウコク,choukoku,tyoukoku,chokoku
肇国,ちょうこく,チョウコク,choukoku,tyoukoku,chokoku
超克,ちょうこく,チョウコク,choukoku,tyoukoku,chokoku
調査,ちょうさ,チョウサ,chousa,tyousa,chosa
調剤,ちょうざい,チョウザイ,chouzai,tyouzai,chozai
朝参,ちょうさん,チョウサン,chousan,tyousan,chosan
聴視,ちょうし,チョウシ,choushi,tyousi,choshi
彫漆,ちょうしつ,チョウシツ,choushitsu,tyousitu,choshitsu
聴取,ちょうしゅ,チョウシュ,choushu,tyousyu,choshu
徴収,ちょうしゅう,チョウシュウ,choushuu,tyousyuu,choshuu
徴集,ちょうしゅう,チョウシュウ,choushuu,tyousyuu,choshuu
聴従,ちょうじゅう,チョウジュウ,choujuu,tyoujuu,chojuu
超出,ちょうしゅつ,チョウシュツ,choushutsu,tyousyutu,choshutsu
嘲笑,ちょうしょう,チョウショウ,choushou,tyousyou,choshou
調声,ちょうせい,チョウセイ,chousei,tyousei,chosei
長嘯,ちょうしょう,チョウショウ,choushou,tyousyou,choshou
重畳,じゅうじょう,ジュウジョウ,juujou,juujou,juujou
聴診,ちょうしん,チョウシン,choushin,tyousin,choshin
調進,ちょうしん,チョウシン,choushin,tyousin,choshin
調整,ちょうせい,チョウセイ,chousei,tyousei,chosei
調製,ちょうせい,チョウセイ,chousei,tyousei,chosei
長逝,ちょうせい,チョウセイ,chousei,tyousei,chosei
長征,ちょうせい,チョウセイ,chousei,tyousei,chosei
徴税,ちょうぜい,チョウゼイ,chouzei,tyouzei,chozei
朝夕,あさゆう,アサユウ,asayuu,asayuu,asayuu
調節,ちょうせつ,チョウセツ,chousetsu,tyousetu,chosetsu
超絶,ちょうぜつ,チョウゼツ,chouzetsu,tyouzetu,chozetsu
挑戦,ちょうせん,チョウセン,chousen,tyousen,chosen
彫塑,ちょうそ,チョウソ,chouso,tyouso,choso
徴租,ちょうそ,チョウソ,chouso,tyouso,choso
重祚,じゅうそ,ジュウソ,juuso,juuso,juuso
調息,ちょうそく,チョウソク,chousoku,tyousoku,chosoku
長息,ちょうそく,チョウソク,chousoku,tyousoku,chosoku
頂戴,ちょうだい,チョウダイ,choudai,tyoudai,chodai
調達,ちょうたつ,チョウタツ,choutatsu,tyoutatu,chotatsu
長嘆,ちょうたん,チョウタン,choutan,tyoutan,chotan
長歎,ちょうたん,チョウタン,choutan,tyoutan,chotan
長短,ちょうたん,チョウタン,choutan,tyoutan,chotan
打擲,ちょうちゃく,チョウチャク,chouchaku,tyoutyaku,chochaku
喋喋,ちょうちょう,チョウチョウ,chouchou,tyoutyou,chocho
調停,ちょうてい,チョウテイ,choutei,tyoutei,chotei
調定,ちょうてい,チョウテイ,choutei,tyoutei,chotei
重訂,じゅうてい,ジュウテイ,juutei,juutei,juutei
長年,ながねん,ナガネン,naganen,naganen,naganen
嘲罵,あざけり,アザケリ,azakeri,azakeri,azakeri
徴発,ちょうはつ,チョウハツ,chouhatsu,tyouhatu,chohatsu
挑撥,ちょうはつ,チョウハツ,chouhatsu,tyouhatu,chohatsu
挑発,ちょうはつ,チョウハツ,chouhatsu,tyouhatu,chohatsu
調髪,ちょうはつ,チョウハツ,chouhatsu,tyouhatu,chohatsu
懲罰,ちょうばつ,チョウバツ,choubatsu,tyoubatu,chobatsu
貼付,てんぷ,テンプ,tenpu,tenpu,tempu
重複,ちょうふく,チョウフク,choufuku,tyoufuku,chofuku
調伏,ちょうぶく,チョウブク,choubuku,tyoubuku,chobuku
徴兵,ちょうへい,チョウヘイ,chouhei,tyouhei,chohei
眺望,ちょうぼう,チョウボウ,choubou,tyoubou,chobo
調味,ちょうみ,チョウミ,choumi,tyoumi,chomi
聴聞,ちょうもん,チョウモン,choumon,tyoumon,chomon
調薬,ちょうやく,チョウヤク,chouyaku,tyouyaku,choyaku
跳躍,ちょうやく,チョウヤク,chouyaku,tyouyaku,choyaku
徴用,ちょうよう,チョウヨウ,chouyou,tyouyou,choyou
貼用,ちょうよう,チョウヨウ,chouyou,tyouyou,choyou
調理,ちょうり,チョウリ,chouri,tyouri,chori
調律,ちょうりつ,チョウリツ,chouritsu,tyouritu,choritsu
調略,ちょうりゃく,チョウリャク,chouryaku,tyouryaku,choryaku
跳梁,ちょうりょう,チョウリョウ,chouryou,tyouryou,choryou
嘲弄,ちょうろう,チョウロウ,chourou,tyourou,chorou
調和,ちょうわ,チョウワ,chouwa,tyouwa,chowa
直撃,ちょくげき,チョクゲキ,chokugeki,tyokugeki,chokugeki
直言,ちょくげん,チョクゲン,chokugen,tyokugen,chokugen
直視,ちょくし,チョクシ,chokushi,tyokusi,chokushi
勅定,ちょくじょう,チョクジョウ,chokujou,tyokujou,chokujou
勅諚,ちょくじょう,チョクジョウ,chokujou,tyokujou,chokujou
直上,ちょくじょう,チョクジョウ,chokujou,tyokujou,chokujou
直進,ちょくしん,チョクシン,chokushin,tyokusin,chokushin
直送,ちょくそう,チョクソウ,chokusou,tyokusou,chokuso
直属,ちょくぞく,チョクゾク,chokuzoku,tyokuzoku,chokuzoku
直通,ちょくつう,チョクツウ,chokutsuu,tyokutuu,chokutsuu
直播,じかまき,ジカマキ,jikamaki,zikamaki,jikamaki
直販,ちょくはん,チョクハン,chokuhan,tyokuhan,chokuhan
直面,ちょくめん,チョクメン,chokumen,tyokumen,chokumen
勅諭,ちょくゆ,チョクユ,chokuyu,tyokuyu,chokuyu
直立,ちょくりつ,チョクリツ,chokuritsu,tyokuritu,chokuritsu
直流,ちょくりゅう,チョクリュウ,chokuryuu,tyokuryuu,chokuryuu
勅令,ちょくれい,チョクレイ,chokurei,tyokurei,chokurei
直隷,ちょくれい,チョクレイ,chokurei,tyokurei,chokurei
直列,ちょくれつ,チョクレツ,chokuretsu,tyokuretu,chokuretsu
著減,ちょげん,チョゲン,chogen,tyogen,chogen
著作,ちょさく,チョサク,chosaku,tyosaku,chosaku
著述,ちょじゅつ,チョジュツ,chojutsu,tyojutu,chojutsu
貯水,ちょすい,チョスイ,chosui,tyosui,chosui
貯蔵,ちょぞう,チョゾウ,chozou,tyozou,chozou
著増,ちょぞう,チョゾウ,chozou,tyozou,chozou
儲蓄,ちょちく,チョチク,chochiku,tyotiku,chochiku
貯蓄,ちょちく,チョチク,chochiku,tyotiku,chochiku
直下,ちょくか,チョクカ,chokuka,tyokuka,chokuka
直覚,ちょっかく,チョッカク,chokkaku,tyokkaku,chokkaku
直轄,ちょっかつ,チョッカツ,chokkatsu,tyokkatu,chokkatsu
直感,ちょっかん,チョッカン,chokkan,tyokkan,chokkan
直観,ちょっかん,チョッカン,chokkan,tyokkan,chokkan
直系,ちょっけい,チョッケイ,chokkei,tyokkei,chokkei
直結,ちょっけつ,チョッケツ,chokketsu,tyokketu,chokketsu
直交,ちょっこう,チョッコウ,chokkou,tyokkou,chokkou
直航,ちょっこう,チョッコウ,chokkou,tyokkou,chokkou
直行,ちょっこう,チョッコウ,chokkou,tyokkou,chokkou
猪突,ちょとつ,チョトツ,chototsu,tyototu,chototsu
著聞,ちょぶん,チョブン,chobun,tyobun,chobun
佇立,ちょりつ,チョリツ,choritsu,tyoritu,choritsu
治理,ちり,チリ,chiri,tiri,chiri
治療,ちりょう,チリョウ,chiryou,tiryou,chiryou
賃上げ,ちんあげ,チンアゲ,chin'age,tin'age,chinage
鎮圧,ちんあつ,チンアツ,chin'atsu,tin'atu,chinatsu
沈鬱,ちんうつ,チンウツ,chin'utsu,tin'utu,chinutsu
沈下,ちんか,チンカ,chinka,tinka,chinka
鎮火,ちんか,チンカ,chinka,tinka,chinka
沈吟,ちんぎん,チンギン,chingin,tingin,chingin
沈降,ちんこう,チンコウ,chinkou,tinkou,chinko
鎮座,ちんざ,チンザ,chinza,tinza,chinza
沈思,ちんし,チンシ,chinshi,tinsi,chinshi
陳謝,ちんしゃ,チンシャ,chinsha,tinsya,chinsha
鎮守,ちんじゅ,チンジュ,chinju,tinju,chinju
陳述,ちんじゅつ,チンジュツ,chinjutsu,tinjutu,chinjutsu
陳情,ちんじょう,チンジョウ,chinjou,tinjou,chinjou
陳状,ちんじょう,チンジョウ,chinjou,tinjou,chinjou
沈静,ちんせい,チンセイ,chinsei,tinsei,chinsei
鎮静,ちんせい,チンセイ,chinsei,tinsei,chinsei
沈積,ちんせき,チンセキ,chinseki,tinseki,chinseki
沈設,ちんせつ,チンセツ,chinsetsu,tinsetu,chinsetsu
沈潜,ちんせん,チンセン,chinsen,tinsen,chinsen
沈滞,ちんたい,チンタイ,chintai,tintai,chintai
賃貸,ちんたい,チンタイ,chintai,tintai,chintai
沈着,ちんちゃく,チンチャク,chinchaku,tintyaku,chinchaku
珍重,ちんちょう,チンチョウ,chinchou,tintyou,chincho
ちんちん,ちんちん,チンチン,chinchin,tintin,chinchin
鎮定,ちんてい,チンテイ,chintei,tintei,chintei
沈殿,ちんでん,チンデン,chinden,tinden,chinden
沈澱,ちんでん,チンデン,chinden,tinden,chinden
珍答,ちんとう,チントウ,chintou,tintou,chinto
闖入,ちんにゅう,チンニュウ,chinnyuu,tinnyuu,chinnyuu
鎮撫,ちんぶ,チンブ,chinbu,tinbu,chimbu
陳弁,ちんべん,チンベン,chinben,tinben,chimben
沈没,ちんぼつ,チンボツ,chinbotsu,tinbotu,chinbotsu
沈湎,ちんめん,チンメン,chinmen,tinmen,chimmen
沈黙,ちんもく,チンモク,chinmoku,tinmoku,chimmoku
珍問,ちんもん,チンモン,chinmon,tinmon,chimmon
陳列,ちんれつ,チンレツ,chinretsu,tinretu,chinretsu
追憶,ついおく,ツイオク,tsuioku,tuioku,tsuioku
追加,ついか,ツイカ,tsuika,tuika,tsuika
追懐,ついかい,ツイカイ,tsuikai,tuikai,tsuikai
追記,ついき,ツイキ,tsuiki,tuiki,tsuiki
追及,ついきゅう,ツイキュウ,tsuikyuu,tuikyuu,tsuikyuu
追求,ついきゅう,ツイキュウ,tsuikyuu,tuikyuu,tsuikyuu
追究,ついきゅう,ツイキュウ,tsuikyuu,tuikyuu,tsuikyuu
追窮,ついきゅう,ツイキュウ,tsuikyuu,tuikyuu,tsuikyuu
追給,ついきゅう,ツイキュウ,tsuikyuu,tuikyuu,tsuikyuu
対句,ついく,ツイク,tsuiku,tuiku,tsuiku
追撃,ついげき,ツイゲキ,tsuigeki,tuigeki,tsuigeki
追孝,ついこう,ツイコウ,tsuikou,tuikou,tsuiko
追考,ついこう,ツイコウ,tsuikou,tuikou,tsuiko
追行,ついこう,ツイコウ,tsuikou,tuikou,tsuiko
追号,ついごう,ツイゴウ,tsuigou,tuigou,tsuigou
追従,ついじゅう,ツイジュウ,tsuijuu,tuijuu,tsuijuu
追随,ついずい,ツイズイ,tsuizui,tuizui,tsuizui
追跡,ついせき,ツイセキ,tsuiseki,tuiseki,tsuiseki
追想,ついそう,ツイソウ,tsuisou,tuisou,tsuiso
追走,ついそう,ツイソウ,tsuisou,tuisou,tsuiso
追送,ついそう,ツイソウ,tsuisou,tuisou,tsuiso
追贈,ついぞう,ツイゾウ,tsuizou,tuizou,tsuizou
追徴,ついちょう,ツイチョウ,tsuichou,tuityou,tsuicho
追悼,ついとう,ツイトウ,tsuitou,tuitou,tsuito
追討,ついとう,ツイトウ,tsuitou,tuitou,tsuito
追突,ついとつ,ツイトツ,tsuitotsu,tuitotu,tsuitotsu
追認,ついにん,ツイニン,tsuinin,tuinin,tsuinin
追尾,ついび,ツイビ,tsuibi,tuibi,tsuibi
追放,ついほう,ツイホウ,tsuihou,tuihou,tsuihou
墜落,ついらく,ツイラク,tsuiraku,tuiraku,tsuiraku
追録,ついろく,ツイロク,tsuiroku,tuiroku,tsuiroku
痛飲,つういん,ツウイン,tsuuin,tuuin,tsuuin
通院,つういん,ツウイン,tsuuin,tuuin,tsuuin
通園,つうえん,ツウエン,tsuuen,tuuen,tsuuen
通過,つうか,ツウカ,tsuuka,tuuka,tsuuka
通解,つうかい,ツウカイ,tsuukai,tuukai,tsuukai
通学,つうがく,ツウガク,tsuugaku,tuugaku,tsuugaku
痛感,つうかん,ツウカン,tsuukan,tuukan,tsuukan
通気,つうき,ツウキ,tsuuki,tuuki,tsuuki
通暁,つうぎょう,ツウギョウ,tsuugyou,tuugyou,tsuugyou
通勤,つうきん,ツウキン,tsuukin,tuukin,tsuukin
通交,つうこう,ツウコウ,tsuukou,tuukou,tsuuko
通好,つうこう,ツウコウ,tsuukou,tuukou,tsuuko
通航,つうこう,ツウコウ,tsuukou,tuukou,tsuuko
通行,つうこう,ツウコウ,tsuukou,tuukou,tsuuko
痛哭,つうこく,ツウコク,tsuukoku,tuukoku,tsuukoku
通告,つうこく,ツウコク,tsuukoku,tuukoku,tsuukoku
通算,つうさん,ツウサン,tsuusan,tuusan,tsuusan
通事,つうじ,ツウジ,tsuuji,tuuzi,tsuuji
通所,つうしょ,ツウショ,tsuusho,tuusyo,tsuusho
通商,つうしょう,ツウショウ,tsuushou,tuusyou,tsuushou
通称,つうしょう,ツウショウ,tsuushou,tuusyou,tsuushou
痛心,つうしん,ツウシン,tsuushin,tuusin,tsuushin
通信,つうしん,ツウシン,tsuushin,tuusin,tsuushin
通信教育,つうしんきょういく,ツウシンキョウイク,tsuushinkyouiku,tuusinkyouiku,tsuushinkyouiku
通信販売,つうしんはんばい,ツウシンハンバイ,tsuushinhanbai,tuusinhanbai,tsuushinhambai
通水,つうすい,ツウスイ,tsuusui,tuusui,tsuusui
痛惜,つうせき,ツウセキ,tsuuseki,tuuseki,tsuuseki
通達,つうたつ,ツウタツ,tsuutatsu,tuutatu,tsuutatsu
痛嘆,つうたん,ツウタン,tsuutan,tuutan,tsuutan
痛歎,つうたん,ツウタン,tsuutan,tuutan,tsuutan
通知,つうち,ツウチ,tsuuchi,tuuti,tsuuchi
通徹,つうてつ,ツウテツ,tsuutetsu,tuutetu,tsuutetsu
通電,つうでん,ツウデン,tsuuden,tuuden,tsuuden
痛罵,つうば,ツウバ,tsuuba,tuuba,tsuuba
通風,つうふう,ツウフウ,tsuufuu,tuufuu,tsuufuu
通報,つうほう,ツウホウ,tsuuhou,tuuhou,tsuuhou
通謀,つうぼう,ツウボウ,tsuubou,tuubou,tsuubo
通訳,つうやく,ツウヤク,tsuuyaku,tuuyaku,tsuuyaku
通有,つうゆう,ツウユウ,tsuuyuu,tuuyuu,tsuuyuu
通用,つうよう,ツウヨウ,tsuuyou,tuuyou,tsuuyou
通路,つうろ,ツウロ,tsuuro,tuuro,tsuuro
通話,つうわ,ツウワ,tsuuwa,tuuwa,tsuuwa
つかいすて,つかいすて,ツカイステ,tsukaisute,tukaisute,tsukaisute
つかみあらい,つかみあらい,ツカミアライ,tsukamiarai,tukamiarai,tsukamiarai
つぎき,つぎき,ツギキ,tsugiki,tugiki,tsugiki
つきそい,つきそい,ツキソイ,tsukisoi,tukisoi,tsukisoi
つぎはぎ,つぎはぎ,ツギハギ,tsugihagi,tugihagi,tsugihagi
つきみ,つきみ,ツキミ,tsukimi,tukimi,tsukimi
つくりわらい,つくりわらい,ツクリワライ,tsukuriwarai,tukuriwarai,tsukuriwarai
つげぐち,つげぐち,ツゲグチ,tsugeguchi,tugeguti,tsugeguchi
都合,つごう,ツゴウ,tsugou,tugou,tsugou
つじぎり,つじぎり,ツジギリ,tsujigiri,tuzigiri,tsujigiri
つつもたせ,つつもたせ,ツツモタセ,tsutsumotase,tutumotase,tsutsumotase
つなひき,つなひき,ツナヒキ,tsunahiki,tunahiki,tsunahiki
つなわたり,つなわたり,ツナワタリ,tsunawatari,tunawatari,tsunawatari
つまみあらい,つまみあらい,ツマミアライ,tsumamiarai,tumamiarai,tsumamiarai
つまみぐい,つまみぐい,ツマミグイ,tsumamigui,tumamigui,tsumamigui
罪,つみ,ツミ,tsumi,tumi,tsumi
つみおろし,つみおろし,ツミオロシ,tsumioroshi,tumiorosi,tsumioroshi
つみたて,つみたて,ツミタテ,tsumitate,tumitate,tsumitate
つみほろぼし,つみほろぼし,ツミホロボシ,tsumihoroboshi,tumihorobosi,tsumihoroboshi
つゆあけ,つゆあけ,ツユアケ,tsuyuake,tuyuake,tsuyuake
つゆいり,つゆいり,ツユイリ,tsuyuiri,tuyuiri,tsuyuiri
つらだし,つらだし,ツラダシ,tsuradashi,turadasi,tsuradashi
てあて,てあて,テアテ,teate,teate,teate
てあらい,てあらい,テアライ,tearai,tearai,tearai
てあわせ,てあわせ,テアワセ,teawase,teawase,teawase
提案,ていあん,テイアン,teian,teian,teian
定位,ていい,テイイ,teii,teii,teii
低下,ていか,テイカ,teika,teika,teika
低回,ていかい,テイカイ,teikai,teikai,teikai
停刊,ていかん,テイカン,teikan,teikan,teikan
諦観,ていかん,テイカン,teikan,teikan,teikan
提起,ていき,テイキ,teiki,teiki,teiki
定義,ていぎ,テイギ,teigi,teigi,teigi
提議,ていぎ,テイギ,teigi,teigi,teigi
啼泣,ていきゅう,テイキュウ,teikyuu,teikyuu,teikyuu
涕泣,ていきゅう,テイキュウ,teikyuu,teikyuu,teikyuu
提供,ていきょう,テイキョウ,teikyou,teikyou,teikyou
提携,ていけい,テイケイ,teikei,teikei,teikei
締結,ていけつ,テイケツ,teiketsu,teiketu,teiketsu
低減,ていげん,テイゲン,teigen,teigen,teigen
定言,ていげん,テイゲン,teigen,teigen,teigen
提言,ていげん,テイゲン,teigen,teigen,teigen
逓減,ていげん,テイゲン,teigen,teigen,teigen
抵抗,ていこう,テイコウ,teikou,teikou,teiko
啼哭,ていこく,テイコク,teikoku,teikoku,teikoku
偵察,ていさつ,テイサツ,teisatsu,teisatu,teisatsu
停止,ていし,テイシ,teishi,teisi,teishi
底止,ていし,テイシ,teishi,teisi,teishi
呈示,ていじ,テイジ,teiji,teizi,teiji
提示,ていじ,テイジ,teiji,teizi,teiji
綴字,ていじ,テイジ,teiji,teizi,teiji
停止条件,ていしじょうけん,テイシジョウケン,teishijouken,teisijouken,teishijouken
停車,ていしゃ,テイシャ,teisha,teisya,teisha
定住,ていじゅう,テイジュウ,teijuu,teijuu,teijuu
提出,ていしゅつ,テイシュツ,teishutsu,teisyutu,teishutsu
低唱,ていしょう,テイショウ,teishou,teisyou,teishou
提唱,ていしょう,テイショウ,teishou,teisyou,teishou
呈上,ていじょう,テイジョウ,teijou,teijou,teijou
停職,ていしょく,テイショク,teishoku,teisyoku,teishoku
呈色,ていしょく,テイショク,teishoku,teisyoku,teishoku
定植,ていしょく,テイショク,teishoku,teisyoku,teishoku
抵触,ていしょく,テイショク,teishoku,teisyoku,teishoku
牴触,ていしょく,テイショク,teishoku,teisyoku,teishoku
挺身,ていしん,テイシン,teishin,teisin,teishin
泥酔,でいすい,デイスイ,deisui,deisui,deisui
ディスカウント,でぃすかうんと,ディスカウント,disukaunto,disukaunto,deisukaunto
提醒,ていせい,テイセイ,teisei,teisei,teisei
訂正,ていせい,テイセイ,teisei,teisei,teisei
停戦,ていせん,テイセン,teisen,teisen,teisen
提訴,ていそ,テイソ,teiso,teiso,teiso
逓送,ていそう,テイソウ,teisou,teisou,teiso
逓増,ていぞう,テイゾウ,teizou,teizou,teizou
停滞,ていたい,テイタイ,teitai,teitai,teitai
提題,ていだい,テイダイ,teidai,teidai,teidai
偵知,ていち,テイチ,teichi,teiti,teichi
定置,ていち,テイチ,teichi,teiti,teichi
定着,ていちゃく,テイチャク,teichaku,teityaku,teichaku
停電,ていでん,テイデン,teiden,teiden,teiden
